filename,Cozzolino_Baseline,Nossa_Proposta_Ep7
biggan_000_302875.png,0.5115823745727539,0.288333535194397
biggan_002_230631.png,0.511404812335968,0.97877436876297
biggan_004_464621.png,0.5115689635276794,0.9949821829795837
biggan_004_554409.png,0.5117105841636658,0.8561081290245056
biggan_006_866007.png,0.511459469795227,0.005679597146809101
biggan_008_236499.png,0.5120686292648315,0.19067206978797913
biggan_008_943757.png,0.511936366558075,0.9830403923988342
biggan_011_206392.png,0.5117213726043701,0.9997209906578064
biggan_012_687522.png,0.5119079351425171,0.989657461643219
biggan_014_047961.png,0.5115777850151062,0.369586318731308
biggan_016_554014.png,0.5120911598205566,0.9997984766960144
biggan_018_836416.png,0.5118874907493591,0.9825771450996399
biggan_021_367577.png,0.5119471549987793,0.9997848868370056
biggan_021_385387.png,0.5119702219963074,0.663690447807312
biggan_022_604942.png,0.5116907358169556,0.7828566431999207
biggan_023_647660.png,0.5118003487586975,0.9564801454544067
biggan_024_966876.png,0.5119624733924866,0.9882931113243103
biggan_025_666055.png,0.5121752619743347,0.9997881054878235
biggan_027_499172.png,0.5115918517112732,0.994188666343689
biggan_028_733574.png,0.511834979057312,0.9850155115127563
biggan_030_817394.png,0.5116621851921082,0.9995492100715637
biggan_034_008548.png,0.512162983417511,0.9945794343948364
biggan_034_283744.png,0.5115136504173279,0.7688063383102417
biggan_037_920219.png,0.5118675827980042,0.8275928497314453
biggan_043_451018.png,0.5118414163589478,0.9662834405899048
biggan_045_439347.png,0.5113963484764099,0.7347061634063721
biggan_046_338107.png,0.5118063688278198,0.9026798009872437
biggan_049_204154.png,0.511620283126831,0.9933162331581116
biggan_050_605108.png,0.511635422706604,0.031895577907562256
biggan_053_822927.png,0.5118714570999146,0.9998477697372437
biggan_055_281045.png,0.5118001699447632,0.9735663533210754
biggan_058_169500.png,0.5122905373573303,0.9970865845680237
biggan_059_882956.png,0.5121882557868958,0.9991227984428406
biggan_061_290342.png,0.5119526982307434,0.9998980760574341
biggan_062_452383.png,0.5119315981864929,0.9677877426147461
biggan_068_596590.png,0.51212477684021,0.9979610443115234
biggan_069_692055.png,0.5112308263778687,0.8801090717315674
biggan_070_159095.png,0.5113109946250916,0.9970865845680237
biggan_070_170500.png,0.5112484097480774,0.9994789958000183
biggan_071_880608.png,0.5114858150482178,0.9983385801315308
biggan_071_914057.png,0.5119256973266602,0.8474063277244568
biggan_074_500605.png,0.5123140811920166,0.9998216032981873
biggan_075_871722.png,0.5118865966796875,0.9988743662834167
biggan_077_906235.png,0.5116477608680725,0.9991278052330017
biggan_078_969271.png,0.5114963054656982,0.9982030391693115
biggan_079_156714.png,0.5122764110565186,0.9308210015296936
biggan_081_737794.png,0.5123427510261536,0.9999583959579468
biggan_082_020882.png,0.5117895603179932,0.9604929089546204
biggan_086_033163.png,0.5121271014213562,0.98139888048172
biggan_087_183218.png,0.5117394328117371,0.9994238615036011
biggan_096_647754.png,0.5122940540313721,0.9837608933448792
biggan_097_925243.png,0.5116022229194641,0.9990057349205017
biggan_098_929234.png,0.5119257569313049,0.9735196828842163
biggan_103_740397.png,0.5118866562843323,0.9991329312324524
biggan_104_497341.png,0.5117660164833069,0.9865462779998779
biggan_105_231711.png,0.5119161605834961,0.9993246793746948
biggan_106_238249.png,0.5116727948188782,0.9833514094352722
biggan_107_552134.png,0.5113533139228821,0.06674949079751968
biggan_109_772415.png,0.5112709403038025,0.005496299359947443
biggan_114_294245.png,0.5112212896347046,0.9999793767929077
biggan_115_169882.png,0.5112560987472534,0.8066052794456482
biggan_118_559902.png,0.5126696228981018,0.9999969005584717
biggan_122_863077.png,0.5121320486068726,0.9966927766799927
biggan_125_143714.png,0.5116680860519409,0.9996945858001709
biggan_126_010092.png,0.5110012888908386,0.9962770342826843
biggan_132_044186.png,0.5116029977798462,0.9751771092414856
biggan_137_904557.png,0.5118507742881775,0.46204107999801636
biggan_139_382699.png,0.5118195414543152,0.9999275207519531
biggan_140_547564.png,0.5109445452690125,0.7894191741943359
biggan_144_741728.png,0.5118315815925598,0.9999979734420776
biggan_144_967739.png,0.5115938782691956,0.9992314577102661
biggan_146_135647.png,0.5113764405250549,0.9971693158149719
biggan_149_381546.png,0.511019766330719,0.9964035749435425
biggan_150_877372.png,0.5114362239837646,0.8392986059188843
biggan_154_897379.png,0.5120787024497986,0.9945331811904907
biggan_155_053962.png,0.5120323300361633,0.9984182119369507
biggan_156_259146.png,0.5117859840393066,0.999570906162262
biggan_157_643574.png,0.5122645497322083,0.9996696710586548
biggan_159_577885.png,0.5122700929641724,0.9999542236328125
biggan_163_054129.png,0.512129545211792,0.9936311841011047
biggan_164_211212.png,0.5113841891288757,0.9984002709388733
biggan_166_832545.png,0.5116669535636902,0.9996945858001709
biggan_168_800379.png,0.511749804019928,0.9999516010284424
biggan_169_675526.png,0.5122876763343811,0.9998742341995239
biggan_171_045403.png,0.512118935585022,0.9994239807128906
biggan_172_179140.png,0.512220025062561,0.9981778860092163
biggan_178_308893.png,0.5118616223335266,0.9999827146530151
biggan_179_149148.png,0.5119761824607849,0.9999896287918091
biggan_180_026191.png,0.5115695595741272,0.9999710321426392
biggan_185_570971.png,0.511823296546936,0.7891930937767029
biggan_185_648138.png,0.5119492411613464,0.9996558427810669
biggan_186_546104.png,0.5122151970863342,0.9648006558418274
biggan_187_648739.png,0.5115041136741638,0.998879611492157
biggan_188_753279.png,0.5117244124412537,0.9999381303787231
biggan_195_779447.png,0.5119292736053467,0.9999911785125732
biggan_195_863714.png,0.5117285251617432,0.9999940395355225
biggan_196_601060.png,0.5120131969451904,0.42119327187538147
biggan_196_991097.png,0.5121625065803528,0.999665379524231
biggan_197_065004.png,0.5121001601219177,0.9996453523635864
